<DATE>;<BALANCE>;<EQUITY>;<DEPOSIT LOAD>
2017.04.11 10:30;11794.00;11795.00;0.0000
2017.04.11 10:30;11794.00;11794.00;0.0000
2017.04.13 10:09;11839.00;11793.00;0.0000
2017.04.13 10:39;11839.00;11872.00;0.0000
2017.04.13 10:46;11839.00;11839.00;0.0000
2017.04.13 11:26;11859.00;11865.00;0.0000
2017.04.13 11:45;11859.00;11798.00;0.0000
2017.04.13 12:15;11859.00;11859.00;0.0000
2017.04.17 10:42;11809.00;11890.00;0.0000
2017.04.17 10:54;11809.00;11810.00;0.0000
2017.04.17 10:55;11809.00;11809.00;0.0000
2017.04.17 11:45;11759.00;11816.00;0.0000
2017.04.17 12:05;11759.00;11761.00;0.0000
2017.04.17 12:12;11759.00;11759.00;0.0000
2017.04.19 10:14;11833.00;11723.00;0.0000
2017.04.19 11:17;11833.00;11834.00;0.0000
2017.04.19 11:17;11833.00;11833.00;0.0000
2017.04.20 10:36;11899.00;11832.00;0.0000
2017.04.20 10:56;11899.00;11935.00;0.0000
2017.04.20 11:00;11899.00;11899.00;0.0000
2017.04.20 12:05;11922.00;11945.00;0.0000
2017.04.20 12:15;11922.00;11922.00;0.0000
2017.04.25 10:30;12009.00;11878.00;0.0000
2017.04.25 11:05;12009.00;12009.00;0.0000
2017.04.25 11:05;12009.00;12009.00;0.0000
2017.04.25 11:40;11959.00;12023.00;0.0000
2017.04.25 11:58;11959.00;11961.00;0.0000
2017.04.25 11:59;11959.00;11959.00;0.0000
2017.04.26 10:27;12004.00;11921.00;0.0000
2017.04.26 11:08;12004.00;12004.00;0.0000
2017.04.26 11:08;12004.00;12004.00;0.0000
2017.04.26 11:23;11954.00;12027.00;0.0000
2017.04.26 11:46;11954.00;11963.00;0.0000
2017.04.26 11:48;11954.00;11954.00;0.0000
2017.04.27 10:10;12010.00;11935.00;0.0000
2017.04.27 10:35;12010.00;12011.00;0.0000
2017.04.27 10:35;12010.00;12010.00;0.0000
2017.04.27 11:27;11959.00;12044.00;0.0000
2017.04.27 11:49;11959.00;11964.00;0.0000
2017.04.27 11:52;11959.00;11959.00;0.0000
2017.04.28 09:41;12007.00;11953.00;0.0000
2017.04.28 10:28;12007.00;12008.00;0.0000
2017.04.28 10:28;12007.00;12007.00;0.0000
2017.04.28 11:11;11957.00;12013.00;0.0000
2017.04.28 11:20;11957.00;11963.00;0.0000
2017.04.28 11:28;11957.00;11957.00;0.0000
2017.05.02 09:54;11907.00;11963.00;0.0000
2017.05.02 10:09;11907.00;11917.00;0.0000
2017.05.02 10:10;11907.00;11907.00;0.0000
2017.05.03 09:32;11856.00;11927.00;0.0000
2017.05.03 10:11;11856.00;11862.00;0.0000
2017.05.03 10:13;11856.00;11856.00;0.0000
2017.05.03 11:21;11805.00;11870.00;0.0000
2017.05.03 11:45;11805.00;11806.00;0.0000
